

"NE Report"
"Save Time: 10/12/2017 17:11:56"
"User Name:u2000tn-AndAlNesterenko"
""

"Total 523 Records"

"NE Name","NE Type","NE IP Address","NE MAC Address","NE ID","Software Version","Physical Location","Create Time","Fiber/Cable Count","Running Status","Subnet","Subnet Path","Alias","Remarks","Patch Version List","Customized Column","LSR ID","Maintenance Status","Gateway Type","Gateway","Optical NE","Subrack Type","Conference Call","Orderwire Phone","NE Subtype"
agg1-KurskayaBashnya.KRSK,CX600,10.173.216.20,F8:4A:BF:67:A7:1F,--,VRP5.120 V600R006C00,25026065216,09/26/2016 23:10:52,4,Normal,MEN Kurskaya,Physical Root / South / Stavropol / MEN Kurskaya,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.216.20,Normal,Non-gateway,--,--,--,--,--,CX600-X2
agg1-RinokVostoch.NVM,CX600,10.173.252.1,28:6E:D4:EE:83:1D,--,VRP5.120 V600R006C00,25026061242,09/26/2016 23:12:17,8,Normal,MEN Nevinnomyssk,Physical Root / South / Stavropol / MEN Nevinnomyssk,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.252.1,Normal,Non-gateway,--,--,Enhanced Subrack,--,--,CX600-X3
acc7-2-KMarksa98.STV,S3300,10.173.228.120,70:54:F5:90:12:A0,--,VRP5.70 V100R006C03,25026103819,09/27/2016 00:29:14,0,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,CP0001,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc16-2-Dovatortcev61.STV,S3300,10.173.228.123,70:54:F5:96:8E:F0,--,VRP5.70 V100R006C03,25026102338,09/27/2016 00:29:22,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH017,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc5-1-Dunaevskogo26.PYATK,S5300,10.173.196.10,00:25:9E:FB:D5:ED,--,VRP5.70 V100R006C01,25026101557,09/27/2016 00:20:31,2,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC100 SPH017,-,--,Normal,--,--,--,TYPE3,--,--,S5328C-EI-24S
acc11-1-Cherkesskoe15.PYATK,S3300,10.173.196.127,10:1B:54:D3:67:D7,--,VRP5.70 V100R006C03,25026103390,09/27/2016 00:20:37,1,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPH017,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc16-2-Kozlova28.PYATK,S3300,10.173.196.189,70:54:F5:96:8F:A0,--,VRP5.70 V100R006C03,25026103495,09/27/2016 00:22:48,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPH017,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
agg1-Bashnya.NVPV,CX600,10.173.216.4,CC:CC:81:C0:9E:CE,--,VRP5.120 V600R006C00,25026065221,09/26/2016 23:10:57,4,Normal,MEN Novopavlovsk,Physical Root / South / Stavropol / MEN Novopavlovsk,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.216.4,Normal,Non-gateway,--,--,--,--,--,CX600-X2
agg1-Ostrogorka.LRMN,CX600,10.173.192.13,28:31:52:59:09:0E,--,VRP5.120 V600R006C00,25026064204,09/26/2016 23:10:11,4,Normal,MEN Lermontov,Physical Root / South / Stavropol / MEN Lermontov,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.192.13,Normal,Non-gateway,--,--,--,--,--,CX600-X2
agg1-5Mikrorayon.JLVD,CX600,10.173.192.14,CC:CC:81:C0:9E:D0,--,VRP5.120 V600R006C00,25026062226,09/26/2016 23:10:14,3,Normal,MEN Jeleznovodsk,Physical Root / South / Stavropol / MEN Jeleznovodsk,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.192.14,Normal,Non-gateway,--,--,--,--,--,CX600-X2
agg1-Kotelnaya14.JLVD_Inozemcevo 8 marta,CX600,10.173.192.15,CC:CC:81:C0:9E:95,--,VRP5.120 V600R006C00,25026065219,09/26/2016 23:10:17,6,Normal,MEN Jeleznovodsk,Physical Root / South / Stavropol / MEN Jeleznovodsk,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.192.15,Normal,Non-gateway,--,--,--,--,--,CX600-X2
agg1-BashnyaSTS.BEZPS,CX600,10.173.224.18,F8:4A:BF:67:A7:30,--,VRP5.120 V600R006C00,25026063249,09/26/2016 23:11:20,4,Normal,MEN Bezopasnoe,Physical Root / South / Stavropol / MEN Bezopasnoe,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.224.18,Normal,Non-gateway,--,--,--,--,--,CX600-X2
agg1-BashnyaSTS.DMITR,CX600,10.173.224.19,F8:4A:BF:67:A6:E8,--,VRP5.120 V600R006C00,25026063240,09/26/2016 23:11:23,2,Normal,MEN Dmitrievskoe,Physical Root / South / Stavropol / MEN Dmitrievskoe,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.224.19,Normal,Non-gateway,--,--,--,--,--,CX600-X2
agg1-BashnyaSTS.DONSK,CX600,10.173.224.17,CC:CC:81:F1:49:4C,--,VRP5.120 V600R006C00,25026065643,09/26/2016 23:11:17,5,Normal,MEN Donskoe,Physical Root / South / Stavropol / MEN Donskoe,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.224.17,Normal,Non-gateway,--,--,Enhanced Subrack,--,--,CX600-X3
acc1-8-Dzerzhinskogo199.STV,S3300,10.173.228.17,CC:CC:81:58:E9:21,--,VRP5.70 V100R006C03,25026103360,09/27/2016 00:31:58,2,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,CP0001,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
agg1-BashnyaSTS.NOVM,CX600,10.173.224.32,F8:4A:BF:67:A6:F0,--,VRP5.120 V600R006C00,25026063256,09/26/2016 23:11:41,2,Normal,Stavropol,Physical Root / South / Stavropol,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.224.32,Normal,Non-gateway,--,--,--,--,--,CX600-X2
agg1-BashnyaSTS.NOVSL,CX600,10.173.224.33,F8:4A:BF:67:A7:17,--,VRP5.120 V600R006C00,25026065227,09/26/2016 23:11:44,1,Normal,Stavropol,Physical Root / South / Stavropol,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.224.33,Normal,Non-gateway,--,--,--,--,--,CX600-X2
agg1-KRTPC.BLGD,CX600,10.173.224.20,F8:4A:BF:68:9E:70,--,VRP5.120 V600R006C00,25026065252,09/26/2016 23:11:28,4,Normal,MEN Blagodarniy,Physical Root / South / Stavropol / MEN Blagodarniy,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.224.20,Normal,Non-gateway,--,--,--,--,--,CX600-X2
agg1-BashnyaSTS.KURSV,CX600,10.173.252.10,F8:4A:BF:67:A6:ED,--,VRP5.120 V600R006C00,25026065217,09/26/2016 23:12:14,1,Normal,Stavropol,Physical Root / South / Stavropol,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.252.10,Normal,Non-gateway,--,--,--,--,--,CX600-X2
acc27-1-Essentukskaya29g.PYATK,S3300,10.173.196.202,70:54:F5:97:9B:90,--,VRP5.70 V100R006C03,25026064231,09/27/2016 00:23:17,3,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,CP0001,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc27-3-Essentukskaya29g.PYATK,S3300,10.173.196.204,70:54:F5:A0:FF:70,--,VRP5.70 V100R006C03,25026064231,09/27/2016 00:23:22,1,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,CP0001,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc27-2-Essentukskaya29g.PYATG,S3300,10.173.196.203,70:54:F5:A0:FE:E0,--,VRP5.70 V100R006C03,25026064231,09/27/2016 00:23:20,1,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,CP0001,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc16-13-50LetVLKSM16i.STV,S5300,10.173.228.143,04:F9:38:C8:FD:A0,--,VRP5.70 V100R006C01,25026103976,09/27/2016 00:30:20,0,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPC100 SPH018,-,--,Normal,--,--,--,TYPE3,--,--,S5328C-EI-24S
agg1-BashnyaSTS.SVTG,CX600,10.173.224.16,CC:CC:81:F1:49:36,--,VRP5.120 V600R006C00,25026061220,09/26/2016 23:11:15,9,Normal,MEN Svetlograd,Physical Root / South / Stavropol / MEN Svetlograd,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.224.16,Normal,Non-gateway,--,--,Enhanced Subrack,--,--,CX600-X3
agg1-KRTPC.IPTV,CX600,10.173.224.15,CC:CC:81:F1:49:43,--,VRP5.120 V600R006C00,25026065218,09/26/2016 23:11:12,4,Normal,MEN Ipatovo,Physical Root / South / Stavropol / MEN Ipatovo,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.224.15,Normal,Non-gateway,--,--,Enhanced Subrack,--,--,CX600-X3
agg1-BashnyaSTS.DIVN,CX600,10.173.224.25,CC:CC:81:F1:49:3B,--,VRP5.120 V600R006C00,25026062270,09/26/2016 23:11:32,2,Normal,MEN Divnoe,Physical Root / South / Stavropol / MEN Divnoe,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.224.25,Normal,Non-gateway,--,--,Enhanced Subrack,--,--,CX600-X3
acc37-6-KMarksa53.STV,S3300,10.173.228.153,7C:60:97:7F:AC:E0,--,VRP5.70 V100R006C03,25026103952,09/27/2016 00:30:50,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH021,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
agg1-Stroymash.ZLNK,CX600,10.173.188.2,CC:CC:81:C0:CE:C2,--,VRP5.120 V600R006C00,25026100097,09/26/2016 23:10:00,6,Normal,MEN Zelenokumsk,Physical Root / South / Stavropol / MEN Zelenokumsk,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.188.2,Normal,Non-gateway,--,--,--,--,--,CX600-X2
acc44-1-Mira319.STV,S3300,10.173.228.125,10:47:80:29:20:A9,--,VRP5.70 V100R006C03,25026101615,09/27/2016 00:29:28,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH017,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
agg1-BashnyaSTS.NVAL,CX600,10.173.244.1,CC:CC:81:F1:49:1D,--,VRP5.120 V600R006C00,25026066288,09/26/2016 23:12:08,4,Normal,MEN Novoaleksandrovsk,Physical Root / South / Stavropol / MEN Novoaleksandrovsk,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.244.1,Normal,Non-gateway,--,--,Enhanced Subrack,--,--,CX600-X3
acc43-3-Paralellniy8.STV,S3300,10.173.228.119,70:54:F5:90:33:F0,--,VRP5.70 V100R006C03,25026103498,09/27/2016 00:29:09,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,-,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc51-1-Dovatortcev33a.STV,S3300,10.173.228.144,D4:B1:10:C9:D3:40,--,VRP5.70 V100R006C01,25026104384,09/27/2016 00:30:23,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPC100 SPH020,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc45-1-Pushkina9.STV,S3300,10.173.228.118,70:54:F5:97:99:70,--,VRP5.70 V100R006C03,25026103404,09/27/2016 00:29:06,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH017,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc16-14-Dovatortcev59a.STV,S3300,10.173.228.145,7C:60:97:7F:AF:C0,--,VRP5.70 V100R006C01,25026104655,09/27/2016 00:30:26,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPC100,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc37-5-KMarksa53.STV,S3300,10.173.228.152,48:46:FB:F4:EF:50,--,VRP5.70 V100R006C03,25026103952,09/27/2016 00:30:47,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH021,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc37-4-KMarksa53.STV,S3300,10.173.228.151,D4:B1:10:C5:89:B0,--,VRP5.70 V100R006C03,25026103952,09/27/2016 00:30:45,3,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH017,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc16-15-Dovatortcev61a.STV,S3300,10.173.228.146,7C:60:97:7F:AF:50,--,VRP5.70 V100R006C03,25026104641,09/27/2016 00:30:29,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH021,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc4-3-Kulon.MINVD,S3300,10.173.213.17,24:9E:AB:A5:D6:B0,--,VRP5.70 V100R006C03,25026101636,09/27/2016 00:25:48,0,Normal,MEN MinVody,Physical Root / South / Stavropol / MEN MinVody,-,The NE is created through auto discovery.,SPH021,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc4-4-Kulon.MINVD,S3300,10.173.213.18,24:9E:AB:A5:DE:90,--,VRP5.70 V100R006C03,25026101636,09/27/2016 00:25:52,0,Normal,MEN MinVody,Physical Root / South / Stavropol / MEN MinVody,-,The NE is created through auto discovery.,SPH021,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc1-10-Dzerzhinskogo160.STV,S3300,10.173.228.165,D4:B1:10:C8:6A:B0,--,VRP5.70 V100R006C03,25026104639,09/27/2016 00:31:16,2,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH021,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc1-11-Dzerzhinskogo158.STV,S3300,10.173.228.166,D4:B1:10:C8:6C:B0,--,VRP5.70 V100R006C03,25026103023,09/27/2016 00:31:19,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH021,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
agg1-Fuchika2.PYATK,CX600,10.173.192.9,4C:1F:CC:9F:0B:50,--,VRP5.120 V600R006C00,25026100018,09/26/2016 23:10:43,2,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC300 SPH053,-,10.173.192.9,Normal,Non-gateway,--,--,Enhanced Subrack,--,--,CX600-X3
acc16-16-Dovatortcev63a.STV,S3300,10.173.228.147,24:9E:AB:9F:E3:10,--,VRP5.70 V100R006C03,25026104644,09/27/2016 00:30:33,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH021,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc56-1-Dovatortcev73a.STV,S3300,10.173.228.173,84:5B:12:32:6E:60,--,VRP5.70 V100R006C03,25026104709,09/27/2016 00:31:37,2,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH021,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc56-2-Dovatortcev73a.STV,S3300,10.173.228.174,84:5B:12:32:70:A0,--,VRP5.70 V100R006C03,25026104709,09/27/2016 00:31:40,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH021,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc57-1-Artema49a.STV,S3300,10.173.228.175,54:39:DF:1C:ED:E0,--,VRP5.70 V100R006C03,25026104918,09/27/2016 00:31:43,2,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH021,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc57-2-Artema49a.STV,S3300,10.173.228.176,54:39:DF:1C:F1:90,--,VRP5.70 V100R006C03,25026104918,09/27/2016 00:31:46,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH021,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
isl-hub-office_Internationalnaya23.ESSTK,S3300,10.67.38.8,--,--,Unknown,Unknown,09/27/2016 00:46:15,0,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,-,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc16-5-50LetVLKSM63b.STV,S3300,10.173.228.168,24:9E:AB:9F:E3:80,--,VRP5.70 V100R006C03,acc16-5-50LetVLKSM63b.STV,09/27/2016 00:31:25,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH021,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc16-17-50LetVLKSM63b.STV,S3300,10.173.228.167,94:DB:DA:50:CD:20,--,VRP5.70 V100R006C03,acc16-17-50LetVLKSM63b.STV,09/27/2016 00:31:22,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH026,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc3-1-Podstancionnaya26.JLVD,S3300,10.173.196.212,CC:CC:81:38:67:E2,--,VRP5.70 V100R006C01,25026100040,09/27/2016 00:23:32,1,Normal,MEN Jeleznovodsk,Physical Root / South / Stavropol / MEN Jeleznovodsk,-,The NE is created through auto discovery.,SPC100 SPH026,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc53-1-Kulakova12v.STV,S3300,10.173.228.169,CC:CC:81:58:E9:8A,--,VRP5.70 V100R006C03,acc53-1-Kulakova12v.STV,09/27/2016 00:31:28,2,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH026,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc53-2-Kulakova12v.STV,S3300,10.173.228.172,CC:CC:81:58:E9:90,--,VRP5.70 V100R006C03,acc53-2-Kulakova12v.STV,09/27/2016 00:31:34,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH026,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc52-1-Kulakova15b.STV,S3300,10.173.228.148,70:54:F5:99:84:40,--,VRP5.70 V100R006C03,acc16-5-50LetVLKSM63b.STV,09/27/2016 00:30:36,2,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,-,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
isl-hub-office_50letPionerii1.NFTK,S3300,10.67.38.12,70:54:F5:9E:1F:20,--,VRP5.70 V100R006C03,isl-hub-office_50letPionerii1.NFTK,09/27/2016 00:46:07,0,Normal,MEN Neftekumsk,Physical Root / South / Stavropol / MEN Neftekumsk,-,The NE is created through auto discovery.,-,-,--,Normal,--,--,--,ST_EXTENDED,--,--,S3328TP-EI-24S
isl-hub-office_Oktyabrskaya62.BUDVK,S3300,10.67.38.14,70:54:F5:9E:1D:20,--,VRP5.70 V100R006C03,isl-hub-office_Oktyabrskaya62.BUDVK,09/27/2016 00:46:10,0,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,-,-,--,Normal,--,--,--,ST_EXTENDED,--,--,S3328TP-EI-24S
acc38-1-Grazhdanskaya2a.STV,S3300,10.173.228.177,84:5B:12:32:6D:A0,--,VRP5.70 V100R006C03,acc38-1-Grazhdanskaya2a.STV,09/27/2016 00:31:49,0,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH026,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc38-2-Grazhdanskaya2a.STV,S3300,10.173.228.178,84:5B:12:32:70:C0,--,VRP5.70 V100R006C03,acc38-2-Grazhdanskaya2a.STV,09/27/2016 00:31:52,0,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH026,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
atn2-173-50letOktyabrya62.ZLNK,ATN910B,10.172.240.173,AC:61:75:A6:CC:3D,--,VRP5.160 V200R005C10,25026064239,11/25/2016 04:19:14,2,Normal,MEN Zelenokumsk,Physical Root / South / Stavropol / MEN Zelenokumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.173,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-174-Georgievskiy29.ZLNK,ATN910B,10.172.240.174,A4:DC:BE:15:8E:7C,--,VRP5.160 V200R005C10,25026101385,11/25/2016 04:19:15,2,Normal,MEN Zelenokumsk,Physical Root / South / Stavropol / MEN Zelenokumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.174,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-175-StaroeRuslo.ZLNK,ATN910B,10.172.240.175,2C:9D:1E:2D:14:B9,--,VRP5.160 V200R005C10,25026100260,11/25/2016 04:19:16,2,Normal,MEN Zelenokumsk,Physical Root / South / Stavropol / MEN Zelenokumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.175,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-176-Kashparova132.ZLNK,ATN910B,10.172.240.176,AC:61:75:21:2C:44,--,VRP5.160 V200R005C10,25026101386,11/25/2016 04:19:18,2,Normal,MEN Zelenokumsk,Physical Root / South / Stavropol / MEN Zelenokumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.176,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-177-Groznenskij3.ZLNK,ATN910B,10.172.240.177,2C:9D:1E:2D:1B:2E,--,VRP5.160 V200R005C10,25026062282,11/25/2016 04:19:19,2,Normal,MEN Zelenokumsk,Physical Root / South / Stavropol / MEN Zelenokumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.177,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-178-Mira11.ZLNK,ATN910B,10.172.240.178,2C:9D:1E:2D:14:A6,--,VRP5.160 V200R005C10,25026063263,11/25/2016 04:19:20,2,Normal,MEN Zelenokumsk,Physical Root / South / Stavropol / MEN Zelenokumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.178,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-179-60letOktyabrya35.ZLNK,ATN910B,10.172.240.179,AC:61:75:21:26:7A,--,VRP5.160 V200R005C10,25026061257,11/25/2016 04:19:22,2,Normal,MEN Zelenokumsk,Physical Root / South / Stavropol / MEN Zelenokumsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.179,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-152-Solnechniy10.LRMN,ATN910B,10.172.240.152,2C:9D:1E:2D:19:79,--,VRP5.160 V200R005C10,25026101503,11/25/2016 04:23:34,2,Normal,MEN Lermontov,Physical Root / South / Stavropol / MEN Lermontov,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.152,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-153-Pyatigorskaya17.LRMN,ATN910B,10.172.240.153,AC:61:75:A6:D1:95,--,VRP5.160 V200R005C10,25026062238,11/25/2016 04:23:36,2,Normal,MEN Lermontov,Physical Root / South / Stavropol / MEN Lermontov,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.153,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-154-Lermontova2.LRMN,ATN910B,10.172.240.154,2C:9D:1E:2D:15:18,--,VRP5.160 V200R005C10,25026061226,11/25/2016 04:23:37,2,Normal,MEN Lermontov,Physical Root / South / Stavropol / MEN Lermontov,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.154,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-155-Promishlennaya20.LRMN,ATN910B,10.172.240.155,04:9F:CA:1E:B4:54,--,VRP5.160 V200R005C10,25026100221,11/25/2016 04:23:38,2,Normal,MEN Lermontov,Physical Root / South / Stavropol / MEN Lermontov,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.155,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-68-Kalinina62.BUDVK,ATN910B,10.172.240.68,AC:61:75:21:2C:90,--,VRP5.160 V200R005C10,25026062235,12/12/2016 01:17:20,0,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.68,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-69-Partizanskaya20.BUDVK,ATN910B,10.172.240.69,AC:61:75:A6:CF:F3,--,VRP5.160 V200R005C10,25026063202,12/12/2016 01:17:21,0,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.69,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-70-VoenniyGorodok.BUDVK,ATN910B,10.172.240.70,AC:61:75:21:2D:02,--,VRP5.160 V200R005C10,25026062294,12/12/2016 01:17:23,0,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.70,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-73-Kochybeya80.BUDVK,ATN910B,10.172.240.73,2C:9D:1E:2D:16:0F,--,VRP5.160 V200R005C10,25026100270,12/12/2016 01:17:26,0,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.73,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-71-8mikrorayon18.BUDVK,ATN910B,10.172.240.71,AC:61:75:21:27:5E,--,VRP5.160 V200R005C10,25026100091,12/12/2016 01:28:01,0,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.71,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-62-StolbSouthWest.BUDVK,ATN910B,10.172.240.62,2C:9D:1E:AE:61:79,--,VRP5.160 V200R005C10,25026100128,12/12/2016 01:40:21,0,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.62,Normal,--,--,--,TYPE2,--,--,ATN910B
