

"NE Report"
"Save Time: 10/12/2017 17:11:56"
"User Name:u2000tn-AndAlNesterenko"
""

"Total 523 Records"

"NE Name","NE Type","NE IP Address","NE MAC Address","NE ID","Software Version","Physical Location","Create Time","Fiber/Cable Count","Running Status","Subnet","Subnet Path","Alias","Remarks","Patch Version List","Customized Column","LSR ID","Maintenance Status","Gateway Type","Gateway","Optical NE","Subrack Type","Conference Call","Orderwire Phone","NE Subtype"
atn2-129-TCMashuk.JLVD,ATN910B,10.172.240.129,2C:9D:1E:AE:64:5E,--,VRP5.160 V200R005C10,25026064235,12/23/2016 16:11:54,2,Normal,MEN Jeleznovodsk,Physical Root / South / Stavropol / MEN Jeleznovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.129,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-132-Sedlogorskaya155.KSLV,ATN910B,10.172.240.132,AC:61:75:A6:D3:96,--,VRP5.160 V200R005C10,25026063237,12/23/2016 16:32:11,2,Normal,MEN Kislovodsk,Physical Root / South / Stavropol / MEN Kislovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.132,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-133-Engelsa23.KSLV,ATN910B,10.172.240.133,AC:61:75:21:2C:B6,--,VRP5.160 V200R005C10,25026062283,12/23/2016 16:32:12,2,Normal,MEN Kislovodsk,Physical Root / South / Stavropol / MEN Kislovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.133,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-134-Agrokompaniya.KSLV,ATN910B,10.172.240.134,AC:61:75:21:27:25,--,VRP5.160 V200R005C10,25026100263,12/23/2016 16:32:13,2,Normal,MEN Kislovodsk,Physical Root / South / Stavropol / MEN Kislovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.134,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-137-Lenina28.KSLV,ATN910B,10.172.240.137,2C:9D:1E:AE:5F:06,--,VRP5.160 V200R005C10,25026100215,12/23/2016 16:32:17,2,Normal,MEN Kislovodsk,Physical Root / South / Stavropol / MEN Kislovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.137,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-1-Parkovaya13.CHRKS,ATN910B,10.173.8.1,2C:9D:1E:2D:17:06,--,VRP5.160 V200R005C10,25026065212,12/27/2016 00:07:13,0,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.1,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-2-Lenina147.CHRKS,ATN910B,10.173.8.2,AC:61:75:21:2B:99,--,VRP5.160 V200R005C10,25009066470,12/27/2016 00:07:15,0,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.2,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-3-Lenina53.CHRKS,ATN910B,10.173.8.3,AC:61:75:21:26:08,--,VRP5.160 V200R005C10,25009066480,12/27/2016 00:07:16,0,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.3,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-4-Souzniy17.CHRKS,ATN910B,10.173.8.4,2C:9D:1E:AE:64:12,--,VRP5.160 V200R005C10,25009100008,12/27/2016 00:07:17,0,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.4,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-5-Kavkazskaya19.CHRKS,ATN910B,10.173.8.5,A4:DC:BE:15:30:15,--,VRP5.160 V200R005C10,25009066476,12/27/2016 00:07:18,1,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.5,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-6-Stavropolskaya119.CHRKS,ATN910B,10.173.8.6,2C:9D:1E:2D:1A:A9,--,VRP5.160 V200R005C10,25009066467,12/27/2016 00:07:20,0,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.6,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-7-Pervomayskaya48.CHRKS,ATN910B,10.173.8.7,2C:9D:1E:2D:17:3F,--,VRP5.160 V200R005C10,25009066475,12/27/2016 00:07:21,0,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.7,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-8-Oktyabrskaya26.CHRKS,ATN910B,10.173.8.8,2C:9D:1E:2D:1A:4A,--,VRP5.160 V200R005C10,25009066469,12/27/2016 00:07:22,1,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.8,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-9-Partizanskaya113.CHRKS,ATN910B,10.173.8.9,AC:61:75:21:26:67,--,VRP5.160 V200R005C10,25009066472,12/27/2016 00:07:23,1,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.9,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-10-Svobody62.CHRKS,ATN910B,10.173.8.10,2C:9D:1E:AE:64:BD,--,VRP5.160 V200R005C10,25009000102,12/27/2016 00:07:25,2,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.10,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-11-Kochubeya28.CHRKS,ATN910B,10.173.8.11,A4:DC:BE:15:97:64,--,VRP5.160 V200R005C10,25009000100,12/27/2016 00:07:26,0,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.11,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-12-Kirova21.CHRKS,ATN910B,10.173.8.12,2C:9D:1E:AE:62:BC,--,VRP5.160 V200R005C10,25009000098,12/27/2016 00:07:27,0,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.12,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-13-Furmanova157.CHRKS,ATN910B,10.173.8.13,2C:9D:1E:2D:13:E8,--,VRP5.160 V200R005C10,25009000099,12/27/2016 00:07:29,0,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.13,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-16-Lermontova162.CHRKS,ATN910B,10.173.8.16,2C:9D:1E:AE:5D:FC,--,VRP5.160 V200R005C10,25009061434,12/27/2016 00:07:32,0,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.16,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-17-Kosmonavtov57.CHRKS,ATN910B,10.173.8.17,2C:9D:1E:AE:60:36,--,VRP5.160 V200R005C10,25009066453,12/27/2016 00:07:33,0,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.17,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-18-Oktyabrskaya335.CHRKS,ATN910B,10.173.8.18,AC:61:75:A6:CE:18,--,VRP5.160 V200R005C10,25009061448,12/27/2016 00:07:35,0,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.18,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-20-Proletarskiy1.CHRKS,ATN910B,10.173.8.20,04:9F:CA:1E:B1:5C,--,VRP5.160 V200R005C10,25009061440,12/27/2016 00:07:37,2,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.20,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-21-Dimidenko157.CHRKS,ATN910B,10.173.8.21,AC:61:75:A6:CC:AF,--,VRP5.160 V200R005C10,25009000005,12/27/2016 00:07:38,1,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.21,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-22-Vishka_RRS1.CHRKS,ATN910B,10.173.8.22,2C:9D:1E:AE:63:1B,--,VRP5.160 V200R005C10,25009066451,12/27/2016 00:07:40,0,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.22,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-23-Podgornaya9.CHRKS,ATN910B,10.173.8.23,04:BD:70:D8:ED:1B,--,VRP5.160 V200R005C10,25009061438,12/27/2016 00:07:41,0,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.23,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-24-Lineiniy29.CHRKS,ATN910B,10.173.8.24,AC:61:75:A6:D2:FE,--,VRP5.160 V200R005C10,25009066474,12/27/2016 00:07:42,0,Normal,Cherkessk,Physical Root / South / Stavropol / Cherkessk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.8.24,Normal,--,--,--,TYPE2,--,--,ATN910B
acc2-5-Pervomayskaya12.KSLV,S5300,10.173.185.21,E4:68:A3:96:B8:00,--,VRP5.110 V200R001C00,acc2-5-Pervomayskaya12.KSLV,12/27/2016 10:33:52,0,Normal,MEN Kislovodsk,Physical Root / South / Stavropol / MEN Kislovodsk,-,The NE is created through auto discovery.,SPC300 SPH006,-,--,Normal,--,--,--,TYPE3,--,--,S5328C-EI-24S
atn2-131-Pyatigorskaya4.KSLV,ATN910B,10.172.240.131,AC:61:75:A6:CB:0D,--,VRP5.160 V200R005C10,25026100229,12/27/2016 18:41:42,2,Normal,MEN Kislovodsk,Physical Root / South / Stavropol / MEN Kislovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.131,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-135-Kominterna10.KSLV,ATN910B,10.172.240.135,AC:61:75:A6:D0:2C,--,VRP5.160 V200R005C10,25026063271,12/27/2016 18:41:48,2,Normal,MEN Kislovodsk,Physical Root / South / Stavropol / MEN Kislovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.135,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-136-Volodarskogo12.KSLV,ATN910B,10.172.240.136,AC:61:75:21:28:A1,--,VRP5.160 V200R005C10,25026103486,12/27/2016 18:41:49,2,Normal,MEN Kislovodsk,Physical Root / South / Stavropol / MEN Kislovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.136,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-138-Zelenogorskaya.KSLV,ATN910B,10.172.240.138,AC:61:75:21:2B:E5,--,VRP5.160 V200R005C10,25026062297,12/27/2016 18:41:51,2,Normal,MEN Kislovodsk,Physical Root / South / Stavropol / MEN Kislovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.138,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-139-Cheluskincev5.KSLV,ATN910B,10.172.240.139,34:6A:C2:6A:FC:1C,--,VRP5.160 V200R005C10,25026100173,12/27/2016 18:41:53,2,Normal,MEN Kislovodsk,Physical Root / South / Stavropol / MEN Kislovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.139,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-140-Ostrovskogo.KSLV,ATN910B,10.172.240.140,2C:9D:1E:2D:12:F1,--,VRP5.160 V200R005C10,25026102359,12/27/2016 18:41:54,2,Normal,MEN Kislovodsk,Physical Root / South / Stavropol / MEN Kislovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.140,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-141-Rakitnaya.KSLV,ATN910B,10.172.240.141,AC:61:75:A6:CD:6D,--,VRP5.160 V200R005C10,25026101387,12/27/2016 18:41:55,2,Normal,MEN Kislovodsk,Physical Root / South / Stavropol / MEN Kislovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.141,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-142-Lermontova36.KSLV,ATN910B,10.172.240.142,AC:61:75:A6:D1:82,--,VRP5.160 V200R005C10,25026100283,12/27/2016 18:41:56,2,Normal,MEN Kislovodsk,Physical Root / South / Stavropol / MEN Kislovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.142,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-143-Katihina155.KSLV,ATN910B,10.172.240.143,04:9F:CA:1E:B0:FD,--,VRP5.160 V200R005C10,25026100171,12/27/2016 18:41:58,2,Normal,MEN Kislovodsk,Physical Root / South / Stavropol / MEN Kislovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.143,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-144-Kytyzova127.KSLV,ATN910B,10.172.240.144,2C:9D:1E:AE:5E:94,--,VRP5.160 V200R005C10,25026065206,12/27/2016 18:42:00,2,Normal,MEN Kislovodsk,Physical Root / South / Stavropol / MEN Kislovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.144,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-72-Mendeleeva7-1.BUDVK,ATN910B,10.172.240.72,2C:9D:1E:AE:63:08,--,VRP5.160 V200R005C10,25026061261,12/28/2016 00:38:56,0,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.72,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-74-1mikrorayon.BUDVK,ATN910B,10.172.240.74,2C:9D:1E:2D:19:40,--,VRP5.160 V200R005C10,25026100316,12/28/2016 00:38:59,0,Normal,MEN Budennovsk,Physical Root / South / Stavropol / MEN Budennovsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.74,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-193-Revoluconnaya57a.NVM,ATN910B,10.173.28.193,AC:61:75:A6:CD:21,--,VRP5.160 V200R005C10,25026100256,12/29/2016 21:07:55,1,Normal,MEN Nevinnomyssk,Physical Root / South / Stavropol / MEN Nevinnomyssk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.193,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-194-Lunacharskogo149.NVM,ATN910B,10.173.28.194,AC:61:75:A6:CD:B9,--,VRP5.160 V200R005C10,25026062291,12/29/2016 21:07:56,1,Normal,MEN Nevinnomyssk,Physical Root / South / Stavropol / MEN Nevinnomyssk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.194,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-195-Mayakovskogo20.NVM,ATN910B,10.173.28.195,2C:9D:1E:AE:5F:78,--,VRP5.160 V200R005C10,25026065291,12/29/2016 21:07:57,2,Normal,MEN Nevinnomyssk,Physical Root / South / Stavropol / MEN Nevinnomyssk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.195,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-196-3Internacionalnaya9.NVM,ATN910B,10.173.28.196,2C:9D:1E:AE:5E:6E,--,VRP5.160 V200R005C10,25026103538,12/29/2016 21:07:58,2,Normal,MEN Nevinnomyssk,Physical Root / South / Stavropol / MEN Nevinnomyssk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.196,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-197-Gromovoy.NVM,ATN910B,10.173.28.197,AC:61:75:A6:CE:77,--,VRP5.160 V200R005C10,25026100257,12/29/2016 21:08:00,0,Normal,MEN Nevinnomyssk,Physical Root / South / Stavropol / MEN Nevinnomyssk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.197,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-198-Zkosmodemyanskoy1.NVM,ATN910B,10.173.28.198,04:BD:70:D8:EF:1C,--,VRP5.160 V200R005C10,25026101441,12/29/2016 21:08:01,2,Normal,MEN Nevinnomyssk,Physical Root / South / Stavropol / MEN Nevinnomyssk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.198,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-199-Mira24.NVM,ATN910B,10.173.28.199,AC:61:75:21:24:D8,--,VRP5.160 V200R005C10,25026062292,12/29/2016 21:08:02,2,Normal,MEN Nevinnomyssk,Physical Root / South / Stavropol / MEN Nevinnomyssk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.199,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-200-Kombinatskaya1.NVM,ATN910B,10.173.28.200,AC:61:75:A6:D0:19,--,VRP5.160 V200R005C10,25026100167,12/29/2016 21:08:05,2,Normal,MEN Nevinnomyssk,Physical Root / South / Stavropol / MEN Nevinnomyssk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.200,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-201-Vokzalnaya3MTS.NVM,ATN910B,10.173.28.201,2C:9D:1E:2D:1A:11,--,VRP5.160 V200R005C10,25026100303,12/29/2016 21:08:05,2,Normal,MEN Nevinnomyssk,Physical Root / South / Stavropol / MEN Nevinnomyssk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.201,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-86-Musirojigatelniy.ESSTK,ATN910B,10.172.240.86,AC:61:75:21:2B:4D,--,VRP5.160 V200R005C10,25026065283,12/29/2016 21:17:54,1,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.86,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-88-VerhniyRinok.ESSTK,ATN910B,10.172.240.88,AC:61:75:A6:CD:34,--,VRP5.160 V200R005C10,25026063231,12/29/2016 21:17:57,2,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.88,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-89-Pushkina22.ESSTK,ATN910B,10.172.240.89,AC:61:75:21:25:37,--,VRP5.160 V200R005C10,25026065223,12/29/2016 21:17:57,1,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.89,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-90-BashnyaVK.ESSTK,ATN910B,10.172.240.90,AC:61:75:21:27:AA,--,VRP5.160 V200R005C10,25026065668,12/29/2016 21:17:58,0,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.90,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-91-AKoroleva3.ESSTK,ATN910B,10.172.240.91,2C:9D:1E:2D:14:6D,--,VRP5.160 V200R005C10,25026062217,12/29/2016 21:18:00,2,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.91,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-94-Pyatigorskaya118.ESSTK,ATN910B,10.172.240.94,2C:9D:1E:2D:13:2A,--,VRP5.160 V200R005C10,25026062216,12/29/2016 21:18:04,2,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.94,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-95-Kapelnaya2.ESSTK,ATN910B,10.172.240.95,AC:61:75:A6:CB:92,--,VRP5.160 V200R005C10,25026062231,12/29/2016 21:18:05,2,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.95,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-123-Kavkaz.JLVD,ATN910B,10.172.240.123,AC:61:75:21:25:F5,--,VRP5.160 V200R005C10,25026065209,12/29/2016 21:18:39,2,Normal,MEN Jeleznovodsk,Physical Root / South / Stavropol / MEN Jeleznovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.123,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-124-DK_Chaykovskogo1.JLVD,ATN910B,10.172.240.124,AC:61:75:21:2C:0B,--,VRP5.160 V200R005C10,25026100149,12/29/2016 21:18:40,2,Normal,MEN Jeleznovodsk,Physical Root / South / Stavropol / MEN Jeleznovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.124,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-125-Lenina2A.JLVD,ATN910B,10.172.240.125,2C:9D:1E:2D:18:6F,--,VRP5.160 V200R005C10,25026063268,12/29/2016 21:18:42,1,Normal,MEN Jeleznovodsk,Physical Root / South / Stavropol / MEN Jeleznovodsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.125,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-182-Kislovodskaya41.MINVD,ATN910B,10.172.240.182,2C:9D:1E:2D:15:64,--,VRP5.160 V200R005C10,25026065686,12/29/2016 21:19:52,0,Normal,MEN MinVody,Physical Root / South / Stavropol / MEN MinVody,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.182,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-191-Kotelnaya.MINVD,ATN910B,10.172.240.191,2C:9D:1E:2D:15:2B,--,VRP5.160 V200R005C10,25026062236,12/29/2016 21:20:02,1,Normal,MEN MinVody,Physical Root / South / Stavropol / MEN MinVody,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.191,Normal,--,--,--,TYPE2,--,--,ATN910B
acc52-2-Kulakova9b.STV,S3300,10.173.228.149,24:9E:AB:A5:D6:90,--,VRP5.70 V100R006C03,acc52-1-Kulakova9b.STV,01/16/2017 10:25:46,1,Normal,MEN Stavropol,Physical Root / South / Stavropol / MEN Stavropol,-,The NE is created through auto discovery.,SPH028,-,--,Normal,--,--,--,Enhanced Subrack,--,--,S3328TP-EI
acc2-7-Progressa73.PYATK,S5300,10.173.196.222,54:39:DF:1F:D6:A0,--,VRP5.130 V200R003C00,acc2-7-Progressa73.PYATK,01/16/2017 17:57:07,0,Normal,MEN Pyatigorsk,Physical Root / South / Stavropol / MEN Pyatigorsk,-,The NE is created through auto discovery.,SPC300 SPH003,-,--,Normal,--,--,--,TYPE2,--,--,S5328C-EI
atn2-79-Oktyabrskaya339.ESSTK,ATN910B,10.172.240.79,AC:61:75:21:28:55,--,VRP5.160 V200R005C10,25026100291,01/26/2017 10:47:17,0,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.79,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-81-Shmidta74.ESSTK,ATN910B,10.172.240.81,2C:9D:1E:2D:18:36,--,VRP5.160 V200R005C10,25026062222,01/26/2017 10:47:39,1,Normal,MEN Essentuki,Physical Root / South / Stavropol / MEN Essentuki,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.81,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-148-Dobrovolskogo.IPTV,ATN910B,10.173.28.148,AC:61:75:A6:CA:4F,--,VRP5.160 V200R005C10,25026100132,01/30/2017 14:17:08,0,Normal,MEN Ipatovo,Physical Root / South / Stavropol / MEN Ipatovo,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.148,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-149-Pervomaiskaya.IPTV,ATN910B,10.173.28.149,2C:9D:1E:AE:60:E1,--,VRP5.160 V200R005C10,25026100355,01/30/2017 14:17:10,0,Normal,MEN Ipatovo,Physical Root / South / Stavropol / MEN Ipatovo,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.149,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-150-Energetikov8.IPTV,ATN910B,10.173.28.150,A4:DC:BE:15:8A:2E,--,VRP5.160 V200R005C10,25026101472,01/30/2017 14:17:11,0,Normal,MEN Ipatovo,Physical Root / South / Stavropol / MEN Ipatovo,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.150,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-151-Sverdlova113.IPTV,ATN910B,10.173.28.151,AC:61:75:21:28:C7,--,VRP5.160 V200R005C10,25026102369,01/30/2017 14:17:12,0,Normal,MEN Ipatovo,Physical Root / South / Stavropol / MEN Ipatovo,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.151,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-152-Lesnaya28.IPTV,ATN910B,10.173.28.152,AC:61:75:A6:CB:20,--,VRP5.160 V200R005C10,25026100185,01/30/2017 14:17:13,1,Normal,MEN Ipatovo,Physical Root / South / Stavropol / MEN Ipatovo,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.152,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-153-Gagarina.IPTV,ATN910B,10.173.28.153,AC:61:75:A6:CF:35,--,VRP5.160 V200R005C10,25026064200,02/02/2017 00:11:24,0,Normal,MEN Ipatovo,Physical Root / South / Stavropol / MEN Ipatovo,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.153,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-154-Gagarina7_Elevator.IPTV,ATN910B,10.173.28.154,A4:DC:BE:15:88:FE,--,VRP5.160 V200R005C10,25026065280,02/02/2017 00:11:26,1,Normal,MEN Ipatovo,Physical Root / South / Stavropol / MEN Ipatovo,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.154,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-155-Gagarina106b.IPTV,ATN910B,10.173.28.155,AC:61:75:21:28:2F,--,VRP5.160 V200R005C10,25026103612,02/02/2017 00:11:27,0,Normal,MEN Ipatovo,Physical Root / South / Stavropol / MEN Ipatovo,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.173.28.155,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-117-Tronina.GEORG,ATN910B,10.172.240.117,AC:61:75:A6:D3:37,--,VRP5.160 V200R005C10,25026100286,02/02/2017 00:48:15,0,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.117,Normal,--,--,--,TYPE2,--,--,ATN910B
atn2-118-NZL_Lenina.GEORG,ATN910B,10.172.240.118,2C:9D:1E:2D:17:D7,--,VRP5.160 V200R005C10,25026103370,02/02/2017 00:48:17,0,Normal,MEN Georgievsk,Physical Root / South / Stavropol / MEN Georgievsk,-,The NE is created through auto discovery.,SPC100 SPH022,-,10.172.240.118,Normal,--,--,--,TYPE2,--,--,ATN910B
